,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,turnover,promotion,dept,salary
86682,0.12,0.69,7,264,7,0,1,0,8,2
86683,0.76,0.88,3,181,9,1,1,0,8,0
86684,0.18,0.9,5,208,7,0,1,0,7,1
86685,0.11,0.5,3,144,9,0,1,0,3,2
86686,0.96,0.36,6,188,6,0,1,1,2,2
86687,0.28,0.89,6,250,6,0,0,0,6,2
86688,0.95,0.79,5,216,7,0,0,0,0,2
86689,0.47,0.01,4,227,8,0,1,1,4,1
86690,0.17,0.58,2,310,2,1,0,1,0,0
86691,0.82,0.3,7,149,6,0,0,0,8,1
86692,0.15,0.06,7,171,8,0,0,1,0,2
86693,0.73,0.95,7,172,10,0,0,0,8,2
86694,0.65,0.73,5,243,4,1,0,1,0,2
86695,0.03,0.25,5,274,5,1,0,1,2,0
86696,0.49,0.03,5,172,7,1,1,0,9,0
86697,0.64,0.32,7,307,6,0,0,0,2,0
86698,0.16,0.8,1,204,3,1,1,1,6,1
86699,0.32,0.93,3,187,9,1,0,0,7,2
86700,0.54,0.9,2,110,3,1,0,1,3,0
86701,0.99,0.87,4,213,10,0,0,1,6,2
86702,0.79,0.04,7,204,6,0,1,0,3,2
86703,0.43,0.97,7,267,5,0,0,1,9,1
86704,0.4,0.72,4,126,4,1,0,0,9,2
86705,1.0,0.67,7,266,7,1,0,0,6,0
86706,0.77,0.22,7,180,9,1,0,0,0,0
86707,0.39,0.49,7,182,10,1,1,1,1,0
86708,0.2,0.92,1,282,4,0,1,0,0,2
86709,0.1,0.04,6,225,3,1,0,0,3,2
86710,0.38,0.96,4,244,10,0,1,0,3,2
86711,0.17,0.42,6,124,6,0,1,1,7,0
86712,0.94,0.32,7,260,8,0,0,1,0,0
86713,0.35,0.82,1,131,6,0,1,1,4,1
86714,0.06,0.79,5,280,7,1,0,0,9,0
86715,0.5,0.21,4,278,7,1,0,0,1,2
86716,0.54,0.17,1,195,9,1,1,1,2,1
86717,0.42,0.33,1,286,9,0,0,1,4,2
86718,0.71,0.13,4,100,6,1,0,1,0,0
86719,0.73,0.23,7,116,10,1,1,0,0,2
86720,0.44,0.41,6,285,7,0,1,1,7,2
86721,0.88,0.68,7,266,7,0,1,1,7,2
86722,0.13,0.02,4,291,5,0,1,1,1,0
86723,0.48,0.45,3,129,3,0,0,1,8,0
86724,0.34,0.2,3,204,3,0,1,1,1,0
86725,0.28,0.83,7,231,2,0,0,1,4,1
86726,0.25,0.41,1,178,9,1,1,0,4,2
86727,0.0,0.73,6,115,6,1,1,1,2,1
86728,0.34,0.19,6,175,3,0,0,0,3,0
86729,0.09,0.99,4,100,5,1,1,0,3,0
86730,0.41,0.87,2,129,5,0,0,0,6,1
86731,0.25,0.71,7,216,4,0,0,1,7,0
86732,0.37,0.2,1,104,9,0,0,0,2,1
86733,0.96,0.81,6,250,3,0,1,1,3,2
86734,0.72,0.76,3,98,4,0,0,0,4,0
86735,0.48,0.69,3,207,10,0,0,0,3,2
86736,0.21,0.91,4,196,7,1,0,1,6,1
86737,0.57,0.38,1,229,5,1,0,0,4,1
86738,0.33,0.54,6,115,5,0,0,0,6,1
86739,0.88,0.83,2,181,2,1,0,1,5,0
86740,0.33,0.76,7,305,2,0,0,0,1,1
86741,0.89,0.23,2,180,7,0,0,0,3,0
86742,0.91,0.81,4,297,3,0,1,0,5,2
86743,0.32,0.55,4,137,5,1,0,1,5,2
86744,0.96,0.31,4,261,8,0,1,1,5,0
86745,0.4,0.27,1,290,9,0,1,1,9,1
86746,0.46,0.7,5,254,2,0,1,1,3,0
86747,0.3,0.95,3,179,8,0,0,0,1,0
86748,0.97,0.77,7,181,9,0,0,1,6,0
86749,0.93,0.53,1,130,5,0,0,0,6,2
86750,0.87,0.21,3,247,7,0,1,0,9,1
86751,0.69,0.71,3,181,7,0,1,0,2,1
86752,0.14,0.82,2,205,8,0,1,0,4,0
86753,0.58,0.41,7,263,10,1,1,1,6,0
86754,0.06,0.42,1,222,7,0,0,0,2,2
86755,0.84,0.48,6,121,4,0,1,1,6,1
86756,0.86,0.8,7,279,7,0,0,1,8,0
86757,0.72,0.22,1,195,2,0,1,1,1,1
86758,0.75,0.4,7,189,7,0,1,1,7,1
86759,0.04,0.92,2,302,4,1,1,1,1,0
86760,0.59,0.43,3,153,3,0,1,0,8,0
86761,0.32,0.13,1,130,2,0,1,0,4,0
86762,0.03,0.26,2,281,8,1,0,1,3,0
86763,0.34,0.86,4,118,5,1,0,0,4,2
86764,0.97,0.33,2,207,8,0,0,0,0,2
86765,0.41,0.34,7,217,3,0,0,0,9,1
86766,0.48,0.75,5,191,2,1,0,0,8,2
86767,0.01,0.36,4,111,4,0,1,0,3,1
86768,0.76,0.82,7,210,10,0,0,0,3,0
86769,0.23,0.87,1,126,2,0,1,1,2,0
86770,0.27,0.69,3,239,6,1,0,1,4,1
86771,0.3,0.21,5,159,3,0,0,1,8,0
86772,0.33,0.04,4,120,3,1,0,1,7,0
86773,0.37,0.39,5,133,6,0,1,1,7,1
86774,0.79,0.59,5,198,6,0,0,0,0,2
86775,0.07,0.87,5,308,2,0,1,1,1,1
86776,0.2,0.07,5,211,6,1,1,1,6,1
86777,0.52,0.56,5,160,4,1,1,1,1,0
86778,0.34,0.95,4,304,5,1,0,0,6,1
86779,0.78,0.9,1,191,10,1,0,1,3,1
86780,0.07,0.16,3,297,4,0,0,1,8,0
86781,0.12,0.69,3,220,7,1,1,0,2,0
86782,0.05,0.22,3,244,8,0,1,1,7,1
86783,0.54,0.43,2,246,9,1,1,1,9,2
86784,0.44,0.01,7,204,9,0,1,0,3,1
86785,0.45,0.24,2,263,5,0,1,0,6,0
86786,0.96,0.01,5,203,2,1,0,1,6,2
86787,0.4,0.72,2,232,5,0,0,1,0,2
86788,0.01,0.53,5,273,6,1,1,1,5,2
86789,0.34,0.2,5,237,8,1,0,0,8,2
86790,0.88,0.65,2,153,7,0,0,0,5,1
86791,0.21,0.56,6,236,8,1,0,0,9,0
86792,0.77,0.8,1,177,5,0,0,0,4,0
86793,0.99,0.61,1,185,10,0,0,0,9,1
86794,0.52,0.07,7,123,10,1,1,0,3,0
86795,0.86,0.64,2,190,7,1,0,0,4,2
86796,0.85,0.89,3,293,2,1,1,1,4,0
86797,0.26,0.54,1,256,7,1,0,0,5,1
86798,0.06,0.17,6,179,8,1,0,0,9,0
86799,0.06,0.82,3,268,8,0,1,1,7,2
86800,0.54,0.04,3,221,3,0,1,0,5,1
86801,0.92,0.75,2,209,10,1,0,1,7,0
86802,0.27,0.89,2,130,7,0,0,0,1,1
86803,0.53,0.22,3,192,5,1,1,0,5,0
86804,0.42,0.67,2,272,10,0,0,0,9,1
86805,0.64,0.17,2,159,2,1,1,1,3,1
86806,0.21,0.64,3,238,9,0,0,0,5,2
86807,0.41,0.76,2,225,3,0,0,0,1,1
86808,0.58,0.51,6,217,5,1,1,1,0,1
86809,0.94,0.78,7,107,8,1,0,1,5,1
86810,0.96,0.04,6,192,2,0,1,1,3,0
86811,0.89,0.62,4,170,3,0,0,0,9,2
86812,0.0,0.78,6,252,8,1,1,1,6,2
86813,0.47,0.06,3,306,8,0,1,0,2,2
86814,0.36,0.19,5,136,3,0,1,1,4,1
86815,0.91,0.33,3,133,3,0,0,0,2,0
86816,0.49,0.5,1,217,10,0,1,0,5,2
86817,0.16,0.17,3,248,7,0,1,0,4,2
86818,0.6,0.61,1,107,9,1,1,0,8,0
86819,0.44,0.45,3,279,2,1,1,0,4,2
86820,0.28,0.82,3,279,10,0,1,1,6,1
86821,0.57,0.49,4,269,4,0,1,0,3,1
86822,0.63,0.74,2,96,3,0,1,0,5,2
86823,0.05,0.36,7,279,6,1,0,1,5,1
86824,0.84,0.14,6,233,8,0,0,1,4,2
86825,0.97,0.42,6,251,7,1,0,0,8,0
86826,0.65,0.18,2,162,3,0,0,1,7,2
86827,0.68,0.75,4,212,8,1,1,0,6,2
86828,0.5,0.85,3,268,2,1,1,1,0,0
86829,0.03,0.95,1,187,7,0,0,1,0,1
86830,0.46,0.34,5,130,8,1,1,0,0,0
86831,0.57,0.66,2,287,5,0,0,1,8,0
86832,0.28,0.39,5,129,4,0,1,0,3,2
86833,0.58,0.47,5,157,9,0,0,1,0,0
86834,0.72,0.0,6,289,3,0,1,0,1,2
86835,0.67,0.28,3,272,3,1,1,0,5,0
86836,0.07,0.48,1,284,2,0,1,1,8,1
86837,0.36,0.81,5,260,5,1,0,1,9,2
86838,0.3,0.22,5,213,10,0,0,0,4,0
86839,0.5,1.0,2,147,6,0,0,0,5,2
86840,0.37,0.62,5,124,7,0,1,1,1,2
86841,0.44,0.54,1,286,4,1,0,1,2,1
86842,0.32,0.19,4,224,2,1,0,0,5,2
86843,0.04,0.92,5,205,6,0,1,1,8,0
86844,0.32,0.53,7,176,2,1,1,0,9,0
86845,0.5,0.21,2,241,3,0,1,1,7,2
86846,0.48,0.35,7,197,3,1,1,0,7,1
86847,0.14,0.84,4,219,6,1,1,0,6,0
86848,0.62,0.28,7,102,5,0,1,0,2,0
86849,0.14,0.19,3,167,3,0,1,0,0,2
86850,0.13,0.19,6,293,6,0,0,1,1,0
86851,0.83,0.05,1,96,2,0,1,1,1,2
86852,0.48,0.71,1,302,9,1,0,0,1,0
86853,0.14,0.64,6,129,8,1,1,0,9,0
86854,0.71,0.14,6,223,5,0,1,0,1,2
86855,0.62,0.18,3,209,7,1,0,0,9,1
86856,0.21,0.48,5,236,8,1,1,0,6,1
86857,0.65,0.72,7,265,5,0,0,1,0,0
86858,0.71,0.81,4,261,8,1,1,0,9,0
86859,0.08,0.71,4,96,6,1,0,1,2,1
86860,0.46,0.69,2,234,5,1,0,1,7,0
86861,0.65,0.04,5,114,5,0,0,0,4,2
86862,0.62,0.51,7,203,9,0,0,1,7,2
86863,0.31,0.5,6,276,7,1,1,0,0,0
86864,0.3,0.43,6,219,6,1,1,0,7,2
86865,0.13,0.12,2,244,4,1,0,0,3,1
86866,0.07,0.05,1,117,7,1,1,1,8,2
86867,0.57,0.18,1,223,4,1,1,1,9,1
86868,0.49,0.69,5,188,6,1,0,1,9,0
86869,0.81,0.95,3,247,9,1,0,1,1,2
86870,0.23,0.13,7,191,3,0,0,0,8,2
86871,0.65,0.18,2,181,10,0,0,1,5,0
86872,0.11,0.11,5,279,3,0,0,0,3,2
86873,0.92,0.43,3,184,7,1,0,0,2,0
86874,0.35,0.44,6,231,5,1,1,1,1,1
86875,0.69,0.08,3,162,10,0,1,0,7,1
86876,0.95,0.53,7,285,5,1,1,0,7,2
86877,0.12,0.68,3,177,6,1,1,1,0,1
86878,0.79,0.03,1,154,10,1,0,1,8,1
86879,0.74,0.8,7,256,2,0,1,0,4,1
86880,0.25,0.38,2,211,5,0,0,1,0,0
86881,0.59,0.89,2,153,3,1,0,0,5,2
86882,0.57,0.36,1,278,8,0,1,0,4,1
86883,0.43,0.04,2,253,8,1,1,1,9,1
86884,0.86,0.63,4,243,3,0,0,0,7,0
86885,0.59,0.77,6,183,10,1,1,0,0,2
86886,0.37,0.53,7,130,9,0,1,0,4,0
86887,0.67,0.15,3,121,8,0,1,1,3,2
86888,0.55,0.15,2,108,10,1,1,0,4,1
86889,0.78,0.73,2,117,8,0,1,1,8,2
86890,0.29,0.72,1,182,9,0,0,0,2,1
86891,0.19,0.43,4,168,5,0,1,1,5,1
86892,0.66,0.17,6,182,9,0,0,0,1,0
86893,0.32,0.93,2,206,6,1,0,0,5,1
86894,0.42,0.6,6,117,5,1,1,1,2,2
86895,0.34,0.91,4,254,4,1,1,0,8,2
86896,0.34,0.09,3,103,3,1,1,1,3,0
86897,0.19,0.62,7,210,4,1,1,1,6,0
86898,0.27,0.37,7,182,8,0,1,1,1,0
86899,0.28,0.99,6,252,7,0,0,0,5,2
86900,0.76,0.14,6,98,6,0,0,0,7,0
86901,0.76,0.35,1,153,7,0,1,1,1,2
86902,0.0,0.45,5,99,8,1,0,1,1,0
86903,0.7,0.17,1,124,4,1,1,0,4,2
86904,0.34,0.52,6,267,8,0,0,1,1,0
86905,0.87,0.42,7,160,7,0,1,1,8,0
86906,0.18,0.55,1,117,3,1,0,1,6,2
86907,0.91,0.62,3,122,8,1,0,1,1,2
86908,0.13,0.57,3,191,2,0,0,1,9,0
86909,0.54,0.53,4,135,4,0,1,0,2,0
86910,0.68,0.53,1,132,10,1,0,1,8,0
86911,0.06,0.98,6,306,9,0,0,1,0,1
86912,0.87,0.86,2,302,6,1,0,0,8,0
86913,0.23,0.97,5,111,5,0,1,0,1,0
86914,0.51,0.77,4,251,3,1,0,0,1,1
86915,0.74,0.83,2,130,10,1,1,1,2,2
86916,0.0,0.75,2,221,4,0,0,0,1,2
86917,0.28,0.08,1,270,4,0,1,0,1,0
86918,0.91,0.43,4,251,9,0,0,1,2,2
86919,0.72,0.01,5,169,4,0,0,0,5,1
86920,0.8,0.82,7,258,5,1,0,0,8,0
86921,0.74,0.37,2,250,9,1,0,0,2,1
86922,0.75,0.98,6,101,7,1,0,0,6,2
86923,0.48,0.67,7,194,9,1,0,0,1,2
86924,0.3,0.44,5,211,4,0,0,0,8,0
86925,0.96,0.81,1,143,5,1,0,0,2,2
86926,0.42,0.49,1,241,6,0,1,0,0,0
86927,0.7,0.37,2,162,7,1,0,0,1,0
86928,0.05,0.06,1,274,9,0,0,1,7,2
86929,0.44,0.86,7,275,6,0,0,1,9,2
86930,0.64,0.75,6,289,10,0,1,1,4,0
86931,0.19,0.1,5,124,9,0,0,1,5,0
86932,0.62,0.01,7,116,8,0,0,0,5,1
86933,0.72,0.04,7,118,8,1,0,1,9,2
86934,0.3,0.19,5,186,4,1,0,1,2,2
86935,0.19,0.82,3,115,8,1,1,0,0,1
86936,0.92,0.22,6,289,10,0,1,0,2,0
86937,0.74,0.36,2,280,7,1,1,1,9,1
86938,0.02,0.79,5,269,2,1,0,0,0,2
86939,0.19,0.77,2,217,4,1,0,0,0,1
86940,0.22,0.06,4,242,7,0,1,1,2,2
86941,0.87,0.24,6,195,3,1,1,1,0,1
86942,0.0,0.13,4,174,4,1,1,0,8,1
86943,0.62,0.94,7,154,10,0,0,1,5,2
86944,0.28,0.27,7,154,3,1,0,1,3,0
86945,0.75,0.21,3,99,7,1,1,0,9,1
86946,0.95,0.49,1,269,10,0,1,0,1,0
86947,0.79,0.93,6,123,8,1,0,1,0,0
86948,0.05,0.29,3,253,2,0,1,0,3,2
86949,0.21,0.31,6,107,3,0,0,0,7,0
86950,0.15,0.57,1,305,10,0,1,0,0,0
86951,0.3,0.26,2,130,7,1,1,1,2,1
86952,0.64,0.5,4,139,4,0,0,0,0,1
86953,0.72,0.82,1,122,5,0,1,0,6,1
86954,0.71,0.82,5,142,9,1,1,0,4,0
86955,0.37,1.0,3,273,3,1,1,0,0,1
86956,0.76,0.71,2,208,9,1,1,1,4,1
86957,0.74,0.6,3,306,5,1,1,1,0,0
86958,0.33,0.8,1,104,3,0,0,0,3,1
86959,0.87,0.68,3,289,6,1,1,0,1,1
86960,0.88,0.17,1,232,9,0,1,1,7,1
86961,0.94,0.14,5,131,10,1,0,1,2,1
86962,0.97,0.79,6,141,9,0,1,1,1,2
86963,0.33,0.97,1,262,7,0,0,0,3,0
86964,0.78,0.63,4,233,8,1,0,1,9,1
86965,0.47,0.13,7,161,10,1,1,1,6,0
86966,0.13,0.97,2,287,6,1,0,0,9,0
86967,0.01,0.48,4,162,6,1,0,1,2,0
86968,0.61,0.65,3,104,6,1,1,1,5,2
86969,0.6,0.3,7,266,9,0,1,0,7,1
86970,0.85,0.93,1,225,7,1,0,0,8,2
86971,0.26,0.87,5,159,8,1,0,0,3,1
86972,0.83,0.14,3,310,6,0,1,0,5,0
86973,0.66,0.21,2,290,8,0,1,0,4,0
86974,0.2,0.17,1,99,10,0,1,1,6,0
86975,0.95,0.44,6,287,8,0,1,0,0,2
86976,0.78,0.08,1,166,6,0,0,0,0,2
86977,0.67,0.28,2,304,6,1,1,0,4,2
86978,0.28,0.76,7,161,10,0,0,1,6,0
86979,0.12,0.67,2,219,6,0,1,0,0,0
86980,0.27,0.27,3,162,4,1,1,1,6,0
86981,0.83,0.92,1,284,3,0,1,0,9,2
86982,0.51,0.39,7,205,3,1,0,1,2,2
86983,0.22,0.44,7,166,3,1,0,1,0,1
86984,0.5,0.11,2,309,9,1,0,1,0,1
86985,0.64,0.57,2,97,6,0,1,1,6,0
86986,0.08,0.67,3,149,9,0,1,1,1,2
86987,0.85,0.38,1,172,3,0,0,1,7,2
86988,0.04,0.13,2,105,2,0,0,1,3,2
86989,0.89,0.35,1,306,7,1,1,1,7,0
86990,0.46,0.9,3,231,4,1,1,0,1,1
86991,0.87,0.13,2,167,6,1,0,0,2,0
86992,0.77,0.27,4,207,10,0,1,1,6,0
86993,0.18,0.95,4,121,2,1,1,0,8,2
86994,0.17,0.55,4,237,7,1,1,0,9,2
86995,0.19,0.01,1,102,9,1,1,1,7,2
86996,0.29,0.26,7,263,2,1,0,1,2,2
86997,0.05,0.81,6,182,6,0,1,1,2,1
86998,0.45,0.97,3,99,7,0,1,1,5,0
86999,0.1,0.92,1,207,5,0,0,1,3,2
87000,0.01,0.08,1,304,2,1,0,0,2,2
87001,0.37,0.75,3,277,2,1,1,0,6,2
87002,0.62,0.78,6,139,3,1,1,1,8,1
87003,0.61,0.93,6,263,5,1,1,1,7,2
87004,0.32,0.99,1,98,3,1,1,1,1,1
87005,0.98,0.8,1,100,8,1,1,0,0,1
87006,0.15,0.66,1,216,10,0,0,1,7,1
87007,0.51,0.3,6,291,2,0,0,1,0,2
87008,0.74,0.24,4,163,8,0,1,0,9,0
87009,0.97,0.78,7,188,4,1,0,1,0,1
87010,0.26,0.67,7,222,8,1,1,0,2,2
87011,0.32,0.87,1,128,9,1,1,1,2,0
87012,0.51,0.43,3,267,2,0,1,0,5,0
87013,0.68,0.02,7,251,5,0,1,1,4,2
87014,0.36,0.87,5,196,2,1,0,1,3,0
87015,0.16,0.79,3,213,6,1,1,1,8,0
87016,0.74,0.05,1,207,7,1,0,1,8,2
87017,0.92,0.03,1,272,8,1,0,1,0,2
87018,0.58,0.06,5,101,9,1,0,0,2,0
87019,0.08,0.92,5,157,8,0,0,1,4,0
87020,0.97,0.39,3,139,2,1,0,1,8,1
87021,0.97,0.66,2,277,8,1,0,1,7,2
87022,0.09,0.32,2,200,6,1,1,1,5,2
87023,0.48,0.07,3,185,3,1,1,0,1,2
87024,0.37,0.12,7,100,5,1,0,1,9,2
87025,0.39,0.23,2,170,2,1,1,1,5,0
87026,0.15,0.5,4,229,7,1,0,1,5,0
87027,0.35,0.72,6,296,7,0,0,1,2,1
87028,0.06,0.83,1,178,3,0,1,0,4,1
87029,0.41,0.2,6,287,10,0,0,0,1,1
87030,0.88,0.04,6,267,9,1,1,0,4,0
87031,0.34,0.87,5,247,8,0,1,0,5,1
87032,0.31,0.61,6,196,4,0,1,1,6,1
87033,0.27,0.73,2,174,6,0,0,1,0,2
87034,0.88,0.98,7,107,3,1,0,1,4,2
87035,0.97,0.78,4,161,3,0,0,0,6,1
87036,0.99,0.4,1,233,4,1,1,1,2,1
87037,0.13,0.75,2,170,4,1,0,0,2,0
87038,0.43,0.36,2,202,10,0,0,0,1,0
87039,0.53,1.0,6,208,8,0,0,0,1,1
87040,0.5,0.58,3,229,9,1,0,0,6,2
87041,0.98,0.41,1,283,6,1,1,0,4,2
87042,0.85,0.96,5,239,3,0,1,0,5,2
87043,0.13,0.44,6,258,4,1,0,1,9,1
87044,0.1,0.4,2,233,6,1,1,0,3,1
87045,0.13,0.71,7,277,7,1,0,0,2,2
87046,0.77,0.65,1,249,7,1,1,0,7,2
87047,0.79,0.85,5,283,2,1,0,0,4,1
87048,0.88,0.95,5,205,2,0,0,1,6,1
87049,0.35,0.2,1,254,9,1,0,1,8,0
87050,0.79,0.9,7,263,8,0,0,1,5,2
87051,0.62,0.67,4,295,5,1,0,0,9,1
87052,0.82,0.28,1,221,4,1,1,0,4,0
87053,0.16,0.69,1,270,2,0,1,0,9,2
87054,0.27,0.93,2,109,4,0,1,0,0,1
87055,0.43,0.96,6,186,7,1,1,1,7,0
87056,0.29,0.33,2,121,5,0,1,0,0,2
87057,0.13,0.79,6,265,10,1,1,1,8,1
87058,0.43,0.8,5,289,6,1,0,0,3,0
87059,0.0,0.21,3,221,3,1,0,1,9,0
87060,0.19,0.18,3,220,8,1,0,0,5,2
87061,0.04,0.96,2,173,6,1,0,1,2,1
87062,0.33,0.18,1,243,2,0,1,1,9,0
87063,0.4,0.62,5,280,4,1,0,0,1,1
87064,0.37,0.34,2,294,7,1,0,1,2,1
87065,0.57,0.45,3,206,4,0,0,1,7,1
87066,0.89,0.9,4,139,3,1,0,1,2,0
87067,0.58,0.46,2,218,5,1,0,0,7,0
87068,0.41,0.71,6,165,2,1,1,1,7,0
87069,0.63,0.4,1,268,9,1,1,1,1,1
87070,0.91,0.68,6,139,8,1,0,0,0,0
87071,0.28,0.78,1,222,9,0,1,0,7,1
87072,0.54,0.54,6,282,10,1,1,1,4,2
87073,0.01,0.21,3,158,7,0,1,1,1,0
87074,0.14,0.25,3,298,10,0,1,0,8,2
87075,0.68,0.76,3,224,9,0,1,0,0,0
87076,0.02,0.23,5,225,2,1,0,0,1,0
87077,0.04,0.11,3,198,10,1,0,0,4,0
87078,0.06,0.18,7,166,6,0,1,0,7,0
87079,0.54,0.06,6,269,3,0,1,0,6,0
87080,0.72,0.69,6,137,3,1,0,1,7,0
87081,0.02,0.11,2,100,4,0,1,0,1,1
87082,0.16,0.19,4,179,9,1,1,0,9,2
87083,0.7,0.89,6,278,9,1,1,0,1,1
87084,0.62,0.46,3,283,5,1,0,0,9,0
87085,0.58,0.88,7,221,2,0,1,1,6,1
87086,0.1,0.24,5,103,5,0,1,0,7,2
87087,0.85,0.52,6,262,2,0,0,1,8,2
87088,0.68,0.87,3,199,6,0,0,1,3,2
87089,0.52,0.54,1,137,3,0,1,1,5,2
87090,0.94,0.99,5,136,5,1,0,1,1,2
87091,0.32,0.29,5,233,4,0,0,0,3,1
87092,0.96,0.31,2,288,2,0,0,1,4,0
87093,0.82,0.97,1,221,9,1,0,1,2,2
87094,0.5,0.97,2,130,5,0,0,1,2,2
87095,0.08,0.72,1,304,9,0,1,1,5,2
87096,0.5,0.89,5,256,10,1,1,1,8,1
87097,0.64,0.97,3,148,8,0,1,0,2,1
87098,0.8,0.52,4,295,3,1,1,1,1,2
87099,0.92,0.56,7,234,6,0,0,0,9,1
87100,0.38,0.96,5,252,6,1,1,1,9,1
87101,0.09,0.53,4,184,10,1,0,1,1,0
87102,0.37,0.62,7,140,3,0,1,0,5,0
87103,0.56,0.09,7,144,4,1,0,0,1,2
87104,0.68,0.63,3,117,3,0,0,1,7,1
87105,0.75,0.08,6,177,4,1,0,1,0,1
87106,0.91,0.4,2,217,7,1,1,1,8,2
87107,0.52,0.93,5,268,2,1,1,1,6,1
87108,0.81,0.88,4,182,8,0,1,1,7,2
87109,0.16,0.25,3,122,3,1,0,1,7,0
87110,0.01,0.14,1,99,5,1,1,0,3,2
87111,0.93,0.14,3,160,8,1,1,1,4,1
87112,0.62,0.25,6,268,6,1,0,0,1,1
87113,0.76,0.17,4,201,10,1,1,0,7,1
87114,0.05,0.76,4,170,9,0,1,1,9,2
87115,0.71,0.29,4,113,5,1,0,0,5,1
87116,0.77,0.6,1,278,6,1,1,0,6,2
87117,0.96,0.02,1,301,6,0,1,1,2,0
87118,0.27,0.05,5,215,10,0,0,1,8,1
87119,0.31,0.8,4,113,5,0,1,0,5,0
87120,0.48,0.72,7,168,2,0,1,0,0,0
87121,0.41,0.42,2,99,9,1,1,1,7,2
87122,0.16,0.05,6,225,10,1,0,0,8,2
87123,0.18,0.51,4,134,7,1,1,0,7,0
87124,0.35,0.02,5,258,9,1,0,0,6,2
87125,0.91,0.85,2,252,4,1,1,1,4,2
87126,0.39,0.37,6,193,5,1,0,0,3,1
87127,0.9,0.42,3,207,2,0,0,0,0,2
87128,0.47,0.79,5,191,2,0,1,1,2,1
87129,0.58,0.78,5,226,4,0,0,1,9,1
87130,0.49,0.41,2,248,8,0,1,0,4,0
87131,0.91,0.49,1,242,2,0,0,0,7,1
87132,0.89,0.68,2,285,4,0,1,1,3,2
87133,0.02,0.98,3,163,7,0,0,0,2,1
87134,0.05,0.27,1,251,10,1,1,1,1,2
87135,0.6,0.53,1,300,3,0,1,0,4,0
87136,0.0,0.68,3,178,9,1,0,0,1,2
87137,0.81,0.28,6,288,10,0,1,1,5,2
87138,0.95,0.66,1,128,6,0,0,0,3,1
87139,0.81,0.05,3,181,3,0,1,1,1,0
87140,0.05,0.35,3,260,8,1,0,1,6,0
87141,0.88,0.8,2,211,8,1,0,0,9,0
87142,0.37,0.74,1,134,6,1,1,1,0,1
87143,0.4,0.76,4,239,8,1,0,0,5,2
87144,0.17,0.06,1,104,9,1,0,0,3,1
87145,0.36,0.34,6,308,10,1,0,0,4,1
87146,0.79,0.62,2,291,2,1,0,1,0,2
87147,0.96,0.49,4,195,9,1,0,0,8,0
87148,0.89,0.49,4,262,10,0,0,1,9,2
87149,0.38,0.35,1,298,2,1,1,0,4,2
87150,0.48,0.37,3,209,4,0,1,1,4,2
87151,0.11,0.03,1,134,10,1,1,0,7,0
87152,0.05,0.92,7,97,9,0,1,0,2,0
87153,0.81,0.73,4,264,2,1,0,1,5,1
87154,0.03,0.57,6,298,6,1,0,0,9,2
87155,0.97,0.78,6,274,4,1,1,1,3,0
87156,0.81,0.19,4,301,9,0,1,1,1,0
87157,0.14,0.95,7,130,4,1,1,0,7,2
87158,0.14,0.71,4,106,3,0,1,0,7,1
87159,0.83,0.35,3,131,4,1,1,1,7,0
87160,0.37,0.51,5,98,5,0,0,1,0,1
87161,0.59,0.39,1,272,5,0,0,0,0,0
87162,0.83,0.77,4,96,2,0,0,0,3,2
87163,0.96,0.12,5,202,5,1,1,0,4,0
87164,0.11,0.88,7,147,2,1,1,1,4,2
87165,0.92,0.84,6,96,10,0,1,1,7,1
87166,0.43,0.27,4,208,2,0,0,1,5,2
87167,0.27,0.15,1,143,10,0,1,1,7,1
87168,0.09,0.8,7,154,5,1,0,0,1,0
87169,0.25,0.8,2,276,5,1,0,0,7,2
87170,0.85,0.55,5,117,3,1,0,0,5,1
87171,0.26,0.49,2,170,7,1,0,0,0,0
87172,0.81,0.78,3,254,3,1,1,0,3,2
87173,0.61,0.26,3,163,6,0,1,0,5,0
87174,0.77,0.64,4,137,4,1,1,0,3,0
87175,0.26,0.43,6,283,4,1,1,1,1,2
87176,0.54,0.5,6,217,6,0,1,0,0,1
87177,0.58,0.58,6,193,10,1,1,1,1,2
87178,0.34,0.47,3,201,3,1,1,0,0,2
87179,0.15,0.47,6,128,9,1,0,0,6,1
87180,0.3,0.69,7,103,4,1,0,0,4,2
87181,0.33,0.67,5,124,6,1,1,1,7,2
87182,0.39,0.05,5,167,4,0,1,1,6,0
87183,0.79,0.52,2,279,3,0,0,1,8,0
87184,0.24,0.36,1,172,6,1,0,1,8,1
87185,0.76,0.21,4,122,10,0,0,0,0,2
87186,0.9,0.44,6,296,5,1,1,0,2,0
87187,0.84,0.23,5,193,8,1,0,1,1,2
87188,0.12,0.59,1,150,3,0,1,0,9,1
87189,0.33,0.63,2,161,5,0,1,0,5,0
87190,0.23,0.58,7,231,6,0,1,0,5,0
87191,0.63,0.5,3,140,7,1,0,1,3,2
87192,0.64,0.66,7,100,2,1,0,0,6,0
87193,0.68,0.35,3,120,7,0,1,0,2,2
87194,0.85,0.88,2,212,3,0,0,0,4,0
87195,0.4,0.49,4,286,9,0,1,0,7,2
87196,0.4,0.26,7,213,10,1,0,1,0,2
87197,0.25,0.93,2,267,2,0,0,1,3,2
